,Country,Continent,Rank,Title,Artists,Artist_clean,Album,Explicit,Duration
295,Bolivia,South America,46,Detente,"Mike Bahía, Danny Ocean",Mike Bahía,Navegando,0,3:01
296,Bolivia,South America,47,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Mau y Ricky,Para Aventuras y Curiosidades,1,3:24
297,Bolivia,South America,48,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Anuel AA,China,0,5:01
298,Bolivia,South America,49,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
299,Bolivia,South America,50,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Dalex,Modo Avión,1,5:04
300,Brazil,South America,1,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,Gusttavo Lima,O Embaixador in Cariri (Ao Vivo),0,3:57
301,Brazil,South America,2,Saudade Sua,Gusttavo Lima,Gusttavo Lima,Saudade Sua,0,3:30
302,Brazil,South America,3,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
303,Brazil,South America,4,Liberdade Provisória - Ao Vivo,Henrique & Juliano,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 1",0,3:07
304,Brazil,South America,5,BRABA,Luísa Sonza,Luísa Sonza,BRABA,0,2:09
305,Brazil,South America,6,Tudo no Sigilo,"Vytinho NG, MC Bianca",Vytinho NG,Tudo no Sigilo,1,2:36
306,Brazil,South America,7,água com açúcar - ao vivo,Luan Santana,Luan Santana,VIVA (Ao Vivo),0,4:09
307,Brazil,South America,8,Ranking,Jorge & Mateus,Jorge & Mateus,"T. E. P., EP 1",0,2:46
308,Brazil,South America,9,Graveto - Ao Vivo,Marília Mendonça,Marília Mendonça,Graveto (Ao Vivo),0,2:50
309,Brazil,South America,10,Litrão - Ao Vivo,Matheus & Kauan,Matheus & Kauan,10 Anos Na Praia (Ao Vivo / Vol. 1),0,2:50
310,Brazil,South America,11,Volta por Baixo - Ao Vivo,Henrique & Juliano,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 1",0,3:12
311,Brazil,South America,12,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",Luíza & Maurílio,S de Saudade,0,2:54
312,Brazil,South America,13,Na Raba Toma Tapão,Niack,Niack,Na Raba Toma Tapão,0,2:45
313,Brazil,South America,14,Te Prometo,"Dennis DJ, Mc Don Juan",Dennis DJ,Te Prometo,0,2:41
314,Brazil,South America,15,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
315,Brazil,South America,16,Tudo Aconteceu,"MC Du Black, Delacruz",MC Du Black,Tudo Aconteceu,1,2:35
316,Brazil,South America,17,Barzinho Aleatório - Ao Vivo,Zé Neto & Cristiano,Zé Neto & Cristiano,"Por Mais Beijos Ao Vivo, Ep1 - Ao Vivo",0,2:38
317,Brazil,South America,18,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Maverick Sabre,Slow Down (feat. Jorja Smith) [Vintage Culture & Slow Motion Remix],0,3:01
318,Brazil,South America,19,Mentira - Ao Vivo,Felipe Araújo,Felipe Araújo,Felipe Araújo In Brasília (Ao Vivo / Vol.1),0,3:13
319,Brazil,South America,20,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
320,Brazil,South America,21,Despedida - Ao Vivo,"Wesley Safadão, Zé Neto & Cristiano",Wesley Safadão,Garota Vip Rio de Janeiro (Deluxe) (ao Vivo),0,3:22
321,Brazil,South America,22,Com ou Sem Mim - Ao Vivo,Gustavo Mioto,Gustavo Mioto,"Ao Vivo em Fortaleza, Pt. 1",0,3:21
322,Brazil,South America,23,Cheirosa - Ao Vivo,Jorge & Mateus,Jorge & Mateus,Cheirosa (Ao Vivo),0,3:01
323,Brazil,South America,24,Supera - Ao Vivo,Marília Mendonça,Marília Mendonça,"Todos Os Cantos, Vol. 3 (ao Vivo)",0,2:27
324,Brazil,South America,25,SENTADÃO,"Pedro Sampaio, Felipe Original, JS o Mão de Ouro",Pedro Sampaio,SENTADÃO,0,2:23
325,Brazil,South America,26,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,Maiara & Maraisa,Aqui Em Casa (ao Vivo),0,2:53
326,Brazil,South America,27,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,Zé Neto & Cristiano,"Por Mais Beijos Ao Vivo, Ep1 - Ao Vivo",0,3:01
327,Brazil,South America,28,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
328,Brazil,South America,29,3 Batidas - Ao Vivo,Guilherme & Benuto,Guilherme & Benuto,3 Batidas (Ao Vivo),0,2:37
329,Brazil,South America,30,Briga Feia - Ao Vivo,Henrique & Juliano,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 1",0,3:14
330,Brazil,South America,31,Vira Homem,Marília Mendonça,Marília Mendonça,Vira Homem,0,3:16
331,Brazil,South America,32,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,Diego & Victor Hugo,Diego & Victor Hugo Ao Vivo em Brasília - EP1,0,3:10
332,Brazil,South America,33,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
333,Brazil,South America,34,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
334,Brazil,South America,35,Balança (feat. Pedro Sampaio e FP do Trem Bala),"WC no Beat, Pedro Sampaio, FP do Trem Bala",WC no Beat,Balança (feat. Pedro Sampaio e FP do Trem Bala),0,2:06
335,Brazil,South America,36,menina solta,Giulia Be,Giulia Be,menina solta,0,2:30
336,Brazil,South America,37,Relógio Parado (Ao Vivo),Diego & Arnaldo,Diego & Arnaldo,Relógio Parado (Ao Vivo),0,3:00
337,Brazil,South America,38,Vem Me Satisfazer,"MC Ingryd, DJ Henrique da VK",MC Ingryd,Vem Me Satisfazer,0,3:08
338,Brazil,South America,39,Segunda Taça,"João Bosco & Vinicius, Matheus",João Bosco & Vinicius,Segunda Taça,0,3:00
339,Brazil,South America,40,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,Gusttavo Lima,O Embaixador in Cariri (Ao Vivo),0,2:34
340,Brazil,South America,41,boa memória - ao vivo,Luan Santana,Luan Santana,VIVA (Ao Vivo),0,3:34
341,Brazil,South America,42,Amor de Fim de Noite,"Orochi, Papatinho",Orochi,Celebridade,1,3:41
342,Brazil,South America,43,Viva Voz - Ao Vivo,Lauana Prado,Lauana Prado,Livre (Ao Vivo / Vol.1),0,2:44
343,Brazil,South America,44,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
344,Brazil,South America,45,Tijolão - Ao Vivo,Jorge & Mateus,Jorge & Mateus,Tijolão (ao Vivo),0,2:55
345,Brazil,South America,46,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
346,Brazil,South America,47,Não Vai Embora,"Dilsinho, Luísa Sonza, Malibu",Dilsinho,Não Vai Embora,0,3:25
347,Brazil,South America,48,Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro",Thiaguinho MT,Tudo Ok,0,2:58
348,Brazil,South America,49,Pipa Voada (feat. Emicida),"Rashid, Lukinhas, Emicida",Rashid,Tão Real,0,3:05
349,Brazil,South America,50,Então Toma - Ao Vivo,Matheus & Kauan,Matheus & Kauan,Então Toma (Ao Vivo),0,2:41
350,Bulgaria,Europe,1,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
351,Bulgaria,Europe,2,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
352,Bulgaria,Europe,3,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
353,Bulgaria,Europe,4,100 zhivota,Galena,Galena,100 zhivota,0,4:13
354,Bulgaria,Europe,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
355,Bulgaria,Europe,6,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
356,Bulgaria,Europe,7,Вивалди,"Boro Purvi, Tita",Boro Purvi,Вивалди,1,2:26
357,Bulgaria,Europe,8,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
358,Bulgaria,Europe,9,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
359,Bulgaria,Europe,10,The Box,Roddy Ricch,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
360,Bulgaria,Europe,11,Daechwita,Agust D,Agust D,D-2,1,3:45
361,Bulgaria,Europe,12,HIGHEST IN THE ROOM,Travis Scott,Travis Scott,HIGHEST IN THE ROOM,1,2:55
362,Bulgaria,Europe,13,SICKO MODE,Travis Scott,Travis Scott,ASTROWORLD,1,5:12
363,Bulgaria,Europe,14,Life Is Good (feat. Drake),"Future, Drake",Future,High Off Life,1,3:57
364,Bulgaria,Europe,15,goosebumps,Travis Scott,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
365,Bulgaria,Europe,16,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
366,Bulgaria,Europe,17,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
367,Bulgaria,Europe,18,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
368,Bulgaria,Europe,19,Breaking Me,"Topic, A7S",Topic,Breaking Me,0,2:46
369,Bulgaria,Europe,20,In Your Eyes,The Weeknd,The Weeknd,After Hours,1,3:57
370,Bulgaria,Europe,21,WHATS POPPIN,Jack Harlow,Jack Harlow,Sweet Action,1,2:19
371,Bulgaria,Europe,22,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
372,Bulgaria,Europe,23,Falling,Trevor Daniel,Trevor Daniel,Nicotine,0,2:39
373,Bulgaria,Europe,24,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Eminem,Music To Be Murdered By,1,3:30
374,Bulgaria,Europe,25,After Party,Don Toliver,Don Toliver,Heaven Or Hell,1,2:47
375,Bulgaria,Europe,26,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
376,Bulgaria,Europe,27,Watermelon Sugar,Harry Styles,Harry Styles,Fine Line,0,2:54
377,Bulgaria,Europe,28,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Surf Mesa,ily (i love you baby) (feat. Emilee),0,2:56
378,Bulgaria,Europe,29,Boss Bitch,Doja Cat,Doja Cat,Boss Bitch,0,2:14
379,Bulgaria,Europe,30,Physical,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:13
380,Bulgaria,Europe,31,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott, Young Thug",JACKBOYS,JACKBOYS,1,2:37
381,Bulgaria,Europe,32,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Megan Thee Stallion,Savage Remix (feat. Beyoncé),1,4:02
382,Bulgaria,Europe,33,Savage,Megan Thee Stallion,Megan Thee Stallion,Suga,1,2:35
383,Bulgaria,Europe,34,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
384,Bulgaria,Europe,35,Say So,Doja Cat,Doja Cat,Hot Pink,1,3:57
385,Bulgaria,Europe,36,bad guy,Billie Eilish,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
386,Bulgaria,Europe,37,ROXANNE,Arizona Zervas,Arizona Zervas,ROXANNE,1,2:43
387,Bulgaria,Europe,38,Party Girl,StaySolidRocky,StaySolidRocky,Party Girl,0,2:27
388,Bulgaria,Europe,39,Supalonely,"BENEE, Gus Dapperton",BENEE,STELLA & STEVE,1,3:43
389,Bulgaria,Europe,40,What do you think?,Agust D,Agust D,D-2,1,3:02
390,Bulgaria,Europe,41,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Doja Cat,Say So (feat. Nicki Minaj),1,3:26
391,Bulgaria,Europe,42,Burn It,"Agust D, MAX",Agust D,D-2,0,3:12
392,Bulgaria,Europe,43,KISLOROD,V:RGO,V:RGO,ENERGY EP,1,3:07
393,Bulgaria,Europe,44,Piyan,Preslava,Preslava,Da gori v lyubov,0,3:47
394,Bulgaria,Europe,45,everything i wanted,Billie Eilish,Billie Eilish,everything i wanted,0,4:05
395,Bulgaria,Europe,46,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes,Shawn Mendes (Deluxe),0,3:10
396,Bulgaria,Europe,47,Adore You,Harry Styles,Harry Styles,Fine Line,0,3:27
397,Bulgaria,Europe,48,Don Omar,EMIL TRF,EMIL TRF,Don Omar,0,2:57
398,Bulgaria,Europe,49,Strange,"Agust D, RM",Agust D,D-2,0,3:16
399,Bulgaria,Europe,50,Lamborghini,"Galena, Fiki",Galena,Lamborghini,0,3:29
400,Canada,North America,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
401,Canada,North America,2,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
402,Canada,North America,3,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
403,Canada,North America,4,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
404,Canada,North America,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
405,Canada,North America,6,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
406,Canada,North America,7,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
407,Canada,North America,8,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
408,Canada,North America,9,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
409,Canada,North America,10,The Box,Roddy Ricch,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
410,Canada,North America,11,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
411,Canada,North America,12,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
412,Canada,North America,13,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
413,Canada,North America,14,Intentions (feat. Quavo),"Justin Bieber, Quavo",Justin Bieber,Changes,0,3:32
414,Canada,North America,15,Party Girl,StaySolidRocky,StaySolidRocky,Party Girl,0,2:27
415,Canada,North America,16,Sunday Best,Surfaces,Surfaces,Where the Light Is,0,2:38
416,Canada,North America,17,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Surf Mesa,ily (i love you baby) (feat. Emilee),0,2:56
417,Canada,North America,18,WHATS POPPIN,Jack Harlow,Jack Harlow,Sweet Action,1,2:19
418,Canada,North America,19,Be Kind (with Halsey),"Marshmello, Halsey",Marshmello,Be Kind (with Halsey),0,2:52
419,Canada,North America,20,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Megan Thee Stallion,Savage Remix (feat. Beyoncé),1,4:02
420,Canada,North America,21,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Doja Cat,Say So (feat. Nicki Minaj),1,3:26
421,Canada,North America,22,Circles,Post Malone,Post Malone,Hollywood's Bleeding,0,3:35
422,Canada,North America,23,After Party,Don Toliver,Don Toliver,Heaven Or Hell,1,2:47
423,Canada,North America,24,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
424,Canada,North America,25,In Your Eyes,The Weeknd,The Weeknd,After Hours,1,3:57
425,Canada,North America,26,Life Is Good (feat. Drake),"Future, Drake",Future,High Off Life,1,3:57
426,Canada,North America,27,Supalonely,"BENEE, Gus Dapperton",BENEE,STELLA & STEVE,1,3:43
427,Canada,North America,28,Watermelon Sugar,Harry Styles,Harry Styles,Fine Line,0,2:54
428,Canada,North America,29,ROXANNE,Arizona Zervas,Arizona Zervas,ROXANNE,1,2:43
429,Canada,North America,30,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
430,Canada,North America,31,Righteous,Juice WRLD,Juice WRLD,Righteous,1,4:03
431,Canada,North America,32,Falling,Trevor Daniel,Trevor Daniel,Nicotine,0,2:39
432,Canada,North America,33,Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",NLE Choppa,Walk Em Down (feat. Roddy Ricch),1,2:53
433,Canada,North America,34,COOLER THAN A BITCH (feat. Roddy Ricch),"Gunna, Roddy Ricch",Gunna,WUNNA,1,3:17
434,Canada,North America,35,Chicago Freestyle (feat. Giveon),"Drake, Giveon",Drake,Dark Lane Demo Tapes,1,3:40
435,Canada,North America,36,If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",JP Saxe,If the World Was Ending (feat. Julia Michaels),0,3:28
436,Canada,North America,37,DOLLAZ ON MY HEAD (feat. Young Thug),"Gunna, Young Thug",Gunna,WUNNA,1,3:17
437,Canada,North America,38,Lose Somebody,"Kygo, OneRepublic",Kygo,Lose Somebody,0,3:19
438,Canada,North America,39,Breaking Me,"Topic, A7S",Topic,Breaking Me,0,2:46
439,Canada,North America,40,Before You Go,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
440,Canada,North America,41,Say So,Doja Cat,Doja Cat,Hot Pink,1,3:57
441,Canada,North America,42,Adore You,Harry Styles,Harry Styles,Fine Line,0,3:27
442,Canada,North America,43,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Post Malone,Hollywood's Bleeding,0,2:37
443,Canada,North America,44,goosebumps,Travis Scott,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
444,Canada,North America,45,Boss Bitch,Doja Cat,Doja Cat,Boss Bitch,0,2:14
445,Canada,North America,46,HIGHEST IN THE ROOM,Travis Scott,Travis Scott,HIGHEST IN THE ROOM,1,2:55
446,Canada,North America,47,Play Date,Melanie Martinez,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
447,Canada,North America,48,Memories,Maroon 5,Maroon 5,Memories,0,3:09
448,Canada,North America,49,WUNNA,Gunna,Gunna,WUNNA,1,2:38
449,Canada,North America,50,SICKO MODE,Travis Scott,Travis Scott,ASTROWORLD,1,5:12
450,Chile,South America,1,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Jhay Cortez,CÓMO SE SIENTE (Remix),1,3:47
451,Chile,South America,2,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",Bad Bunny,YHLQMDLG,1,4:55
452,Chile,South America,3,Yo Perreo Sola,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:52
453,Chile,South America,4,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Rauw Alejandro,Elegí (feat. Dímelo Flow),0,3:17
454,Chile,South America,5,PORFA,"Feid, Justin Quiles",Feid,FERXXO (VOL 1: M.O.R),0,3:52
455,Chile,South America,6,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Nio Garcia,La Jeepeta (Remix),1,5:45
456,Chile,South America,7,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:03
457,Chile,South America,8,BYE ME FUI,Bad Bunny,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
458,Chile,South America,9,La Difícil,Bad Bunny,Bad Bunny,YHLQMDLG,1,2:43
459,Chile,South America,10,BAD CON NICKY,"Bad Bunny, Nicky Jam",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:22
460,Chile,South America,11,Rojo,J Balvin,J Balvin,Colores,0,2:30
461,Chile,South America,12,Ignorantes,"Bad Bunny, Sech",Bad Bunny,YHLQMDLG,1,3:30
462,Chile,South America,13,Favorito,Camilo,Camilo,Por Primera Vez,0,3:29
463,Chile,South America,14,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",Rauw Alejandro,El Efecto (Remix),1,4:49
464,Chile,South America,15,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",Yandel,LAS QUE NO IBAN A SALIR,1,3:29
