,Country,Continent,Rank,Title,Artists,Artist_clean,Album,Explicit,Duration
1435,Indonesia,Asia,36,Yummy,Justin Bieber,Justin Bieber,Changes,0,3:28
1436,Indonesia,Asia,37,Like That (feat. Gucci Mane),"Doja Cat, Gucci Mane",Doja Cat,Hot Pink,1,2:43
1437,Indonesia,Asia,38,Rayu,"Marion Jola, Laleilmanino",Marion Jola,Marion,0,3:41
1438,Indonesia,Asia,39,Bad Liar,Imagine Dragons,Imagine Dragons,Origins (Deluxe),0,4:20
1439,Indonesia,Asia,40,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
1440,Indonesia,Asia,41,Can't You See Me?,TOMORROW X TOGETHER,TOMORROW X TOGETHER,The Dream Chapter: ETERNITY,0,3:21
1441,Indonesia,Asia,42,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Megan Thee Stallion,Savage Remix (feat. Beyoncé),1,4:02
1442,Indonesia,Asia,43,Nyaman,Andmesh,Andmesh,Cinta Luar Biasa,0,3:46
1443,Indonesia,Asia,44,Halu,Feby Putri,Feby Putri,Halu,0,4:25
1444,Indonesia,Asia,45,Sekali Ini Saja,Glenn Fredly,Glenn Fredly,"Selamat Pagi, Dunia!",0,3:55
1445,Indonesia,Asia,46,Can We Kiss Forever?,"Kina, Adriana Proenza",Kina,Can We Kiss Forever?,0,3:07
1446,Indonesia,Asia,47,I Love You but I'm Letting Go,Pamungkas,Pamungkas,Walk The Talk,0,3:40
1447,Indonesia,Asia,48,bitterlove,Ardhito Pramono,Ardhito Pramono,bitterlove,0,3:36
1448,Indonesia,Asia,49,Punch,NCT 127,NCT 127,NCT #127 Neo Zone: The Final Round - The 2nd Album Repackage,0,3:24
1449,Indonesia,Asia,50,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
1450,Ireland,Europe,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
1451,Ireland,Europe,2,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1452,Ireland,Europe,3,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
1453,Ireland,Europe,4,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
1454,Ireland,Europe,5,Think About Things,Daði Freyr,Daði Freyr,Think About Things,0,2:53
1455,Ireland,Europe,6,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
1456,Ireland,Europe,7,Rover (feat. DTG),"S1mba, DTG",S1mba,Rover (feat. DTG),1,2:47
1457,Ireland,Europe,8,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
1458,Ireland,Europe,9,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
1459,Ireland,Europe,10,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
1460,Ireland,Europe,11,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
1461,Ireland,Europe,12,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
1462,Ireland,Europe,13,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Doja Cat,Say So (feat. Nicki Minaj),1,3:26
1463,Ireland,Europe,14,Lonely,Joel Corry,Joel Corry,Lonely,0,3:10
1464,Ireland,Europe,15,Watermelon Sugar,Harry Styles,Harry Styles,Fine Line,0,2:54
1465,Ireland,Europe,16,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
1466,Ireland,Europe,17,Rain,"Aitch, AJ Tracey, Tay Keith",Aitch,Rain,1,3:03
1467,Ireland,Europe,18,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Megan Thee Stallion,Savage Remix (feat. Beyoncé),1,4:02
1468,Ireland,Europe,19,Supalonely,"BENEE, Gus Dapperton",BENEE,STELLA & STEVE,1,3:43
1469,Ireland,Europe,20,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
1470,Ireland,Europe,21,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1471,Ireland,Europe,22,Boss Bitch,Doja Cat,Doja Cat,Boss Bitch,0,2:14
1472,Ireland,Europe,23,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
1473,Ireland,Europe,24,Before You Go,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
1474,Ireland,Europe,25,The Box,Roddy Ricch,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1475,Ireland,Europe,26,Breaking Me,"Topic, A7S",Topic,Breaking Me,0,2:46
1476,Ireland,Europe,27,Flowers (feat. Jaykae),"Nathan Dawe, Jaykae",Nathan Dawe,Flowers (feat. Jaykae),0,3:17
1477,Ireland,Europe,28,Houdini (feat. Swarmz & Tion Wayne),"KSI, Tion Wayne, Swarmz",KSI,Dissimulation,1,2:48
1478,Ireland,Europe,29,Party Girl,StaySolidRocky,StaySolidRocky,Party Girl,0,2:27
1479,Ireland,Europe,30,Adore You,Harry Styles,Harry Styles,Fine Line,0,3:27
1480,Ireland,Europe,31,Physical,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:13
1481,Ireland,Europe,32,Say So,Doja Cat,Doja Cat,Hot Pink,1,3:57
1482,Ireland,Europe,33,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Surf Mesa,ily (i love you baby) (feat. Emilee),0,2:56
1483,Ireland,Europe,34,Dinner Guest (feat. MoStack),"AJ Tracey, MoStack",AJ Tracey,Dinner Guest (feat. MoStack),1,3:18
1484,Ireland,Europe,35,Intentions (feat. Quavo),"Justin Bieber, Quavo",Justin Bieber,Changes,0,3:32
1485,Ireland,Europe,36,If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",JP Saxe,If the World Was Ending (feat. Julia Michaels),0,3:28
1486,Ireland,Europe,37,After Party,Don Toliver,Don Toliver,Heaven Or Hell,1,2:47
1487,Ireland,Europe,38,Circles,Post Malone,Post Malone,Hollywood's Bleeding,0,3:35
1488,Ireland,Europe,39,Pour the Milk,"Robbie Doherty, Keees.",Robbie Doherty,Pour the Milk,0,2:52
1489,Ireland,Europe,40,Falling,Harry Styles,Harry Styles,Fine Line,0,4:00
1490,Ireland,Europe,41,Break Up Song,Little Mix,Little Mix,Break Up Song,0,3:20
1491,Ireland,Europe,42,Tequila - Jax Jones & Martin Solveig Present Europa,"Jax Jones, Martin Solveig, RAYE, Europa",Jax Jones,Snacks (Supersize),1,3:30
1492,Ireland,Europe,43,WHATS POPPIN,Jack Harlow,Jack Harlow,Sweet Action,1,2:19
1493,Ireland,Europe,44,Outnumbered,Dermot Kennedy,Dermot Kennedy,Without Fear,0,4:05
1494,Ireland,Europe,45,No Judgement,Niall Horan,Niall Horan,Heartbreak Weather,0,2:56
1495,Ireland,Europe,46,Boyfriend,Mabel,Mabel,High Expectations,0,3:45
1496,Ireland,Europe,47,Life Is Good (feat. Drake),"Future, Drake",Future,High Off Life,1,3:57
1497,Ireland,Europe,48,Cap (feat. Offset),"KSI, Offset",KSI,Dissimulation,1,3:11
1498,Ireland,Europe,49,goosebumps,Travis Scott,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
1499,Ireland,Europe,50,Killa Killa (feat. Aiyana Lee),"KSI, Aiyana-Lee",KSI,Dissimulation,1,2:31
1500,Israel,Asia,1,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
1501,Israel,Asia,2,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
1502,Israel,Asia,3,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1503,Israel,Asia,4,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
1504,Israel,Asia,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
1505,Israel,Asia,6,סטפן לגר,Dudu Faruk,Dudu Faruk,סטפן לגר,0,2:12
1506,Israel,Asia,7,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1507,Israel,Asia,8,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
1508,Israel,Asia,9,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
1509,Israel,Asia,10,את חסרה לי,Eden Hason,Eden Hason,את חסרה לי,0,2:49
1510,Israel,Asia,11,מסע,Eliad,Eliad,מסע,0,3:27
1511,Israel,Asia,12,אלוף העולם,Hanan Ben Ari,Hanan Ben Ari,אלוף העולם,0,3:35
1512,Israel,Asia,13,אם תרצי,Hanan Ben Ari,Hanan Ben Ari,אם תרצי,0,2:56
1513,Israel,Asia,14,The Box,Roddy Ricch,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1514,Israel,Asia,15,חצי בשבילי,Itay Levi,Itay Levi,חצי בשבילי,0,3:23
1515,Israel,Asia,16,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
1516,Israel,Asia,17,נחכה לך,"Nathan Goshen, Ishay Ribo",Nathan Goshen,באתי לחלום,0,3:27
1517,Israel,Asia,18,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
1518,Israel,Asia,19,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
1519,Israel,Asia,20,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
1520,Israel,Asia,21,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes,Shawn Mendes (Deluxe),0,3:10
1521,Israel,Asia,22,לשוב הביתה,Ishay Ribo,Ishay Ribo,שטח אפור,0,3:17
1522,Israel,Asia,23,Life Is Good (feat. Drake),"Future, Drake",Future,High Off Life,1,3:57
1523,Israel,Asia,24,Falling,Trevor Daniel,Trevor Daniel,Nicotine,0,2:39
1524,Israel,Asia,25,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
1525,Israel,Asia,26,In Your Eyes,The Weeknd,The Weeknd,After Hours,1,3:57
1526,Israel,Asia,27,goosebumps,Travis Scott,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
1527,Israel,Asia,28,SICKO MODE,Travis Scott,Travis Scott,ASTROWORLD,1,5:12
1528,Israel,Asia,29,bad guy,Billie Eilish,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
1529,Israel,Asia,30,אין יותר מועדונים,Eden Hason,Eden Hason,שמישהו יעצור אותי,0,3:04
1530,Israel,Asia,31,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
1531,Israel,Asia,32,שגרה מפוארת,Omer Adam,Omer Adam,עומר,0,2:52
1532,Israel,Asia,33,חלק מהזמן,Idan Amedi,Idan Amedi,חלק מהזמן,0,3:43
1533,Israel,Asia,34,מישהו איתי כאן,Benaia Barabi,Benaia Barabi,מישהו איתי כאן,0,3:38
1534,Israel,Asia,35,HIGHEST IN THE ROOM,Travis Scott,Travis Scott,HIGHEST IN THE ROOM,1,2:55
1535,Israel,Asia,36,Ve'Eem Tavo'ee Elay (And If You Will Come To Me),Idan Raichel,Idan Raichel,And If You Will Come To Me,0,3:32
1536,Israel,Asia,37,אגרוף,Eden Ben Zaken,Eden Ben Zaken,אגרוף,0,3:09
1537,Israel,Asia,38,ROXANNE,Arizona Zervas,Arizona Zervas,ROXANNE,1,2:43
1538,Israel,Asia,39,איתך,Eden Hason,Eden Hason,איתך,0,2:43
1539,Israel,Asia,40,Sunday Best,Surfaces,Surfaces,Where the Light Is,0,2:38
1540,Israel,Asia,41,הלב שלי,Ishay Ribo,Ishay Ribo,אלול תשע״ט,0,3:59
1541,Israel,Asia,42,עברו חודשיים,"Agam Buhbut, Gal Adam",Agam Buhbut,עברו חודשיים,0,2:48
1542,Israel,Asia,43,ממה את מפחדת,"Eyal Golan, Benaia Barabi",Eyal Golan,הפוך מהיקום - חלק שני,0,3:11
1543,Israel,Asia,44,מתגעגעת,Nathan Goshen,Nathan Goshen,באתי לחלום,0,3:01
1544,Israel,Asia,45,אם אתה גבר,Noa Kirel,Noa Kirel,אם אתה גבר,0,3:15
1545,Israel,Asia,46,Intentions (feat. Quavo),"Justin Bieber, Quavo",Justin Bieber,Changes,0,3:32
1546,Israel,Asia,47,Circles,Post Malone,Post Malone,Hollywood's Bleeding,0,3:35
1547,Israel,Asia,48,עד מחר,Eviatar Banai,Eviatar Banai,לילה כיום יאיר,0,4:27
1548,Israel,Asia,49,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Eminem,Music To Be Murdered By,1,3:30
1549,Israel,Asia,50,שמש,Hanan Ben Ari,Hanan Ben Ari,שמש,0,3:58
1550,Italy,Europe,1,Good Times,Ghali,Ghali,DNA,0,2:43
1551,Italy,Europe,2,Mediterranea,Irama,Irama,Mediterranea,0,2:57
1552,Italy,Europe,3,ELEGANTE (feat. Sfera Ebbasta),"DrefGold, Sfera Ebbasta",DrefGold,ELO,1,3:40
1553,Italy,Europe,4,Spigoli,"Carl Brave, Mara Sattei, tha Supreme",Carl Brave,Spigoli,0,4:16
1554,Italy,Europe,5,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",Black Eyed Peas,MAMACITA,1,4:09
1555,Italy,Europe,6,Fiori di Chernobyl,Mr.Rain,Mr.Rain,Fiori di Chernobyl,0,2:55
1556,Italy,Europe,7,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
1557,Italy,Europe,8,Auto Blu,"Shiva, Eiffel 65",Shiva,Auto Blu,1,2:46
1558,Italy,Europe,9,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
1559,Italy,Europe,10,Il bacio di Klimt,Emanuele Aloia,Emanuele Aloia,Il bacio di Klimt,0,2:57
1560,Italy,Europe,11,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
1561,Italy,Europe,12,"TesTa TrA Le NuVoLE, pT. 2","Alfa, Yanomi",Alfa,"TesTa TrA Le NuVoLE, pT. 2",0,3:00
1562,Italy,Europe,13,Nena (feat. Geolier & Andry The Hitmaker),"Boro Boro, Geolier, Andry The Hitmaker",Boro Boro,Nena (feat. Geolier & Andry The Hitmaker),1,2:29
1563,Italy,Europe,14,OPPS (feat. Capo Plaza),"DrefGold, Capo Plaza",DrefGold,ELO,1,3:14
1564,Italy,Europe,15,Problemi Con Tutti (Giuda),Fedez,Fedez,Problemi Con Tutti (Giuda),0,2:14
1565,Italy,Europe,16,Tusa,"KAROL G, Nicki Minaj",KAROL G,Tusa,0,3:20
1566,Italy,Europe,17,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
1567,Italy,Europe,18,Chega,Gaia,Gaia,Genesi,0,3:04
1568,Italy,Europe,19,Boogieman (feat. Salmo),"Ghali, Salmo",Ghali,DNA,1,2:39
1569,Italy,Europe,20,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
1570,Italy,Europe,21,Le Feste Di Pablo (con Fedez),"CARA, Fedez",CARA,Le Feste Di Pablo (con Fedez),0,3:13
1571,Italy,Europe,22,Per sentirmi vivo,"Fasma, GG",Fasma,Io sono Fasma,0,2:57
1572,Italy,Europe,23,ENJOY (feat. Tedua),"DrefGold, Tedua",DrefGold,ELO,1,3:07
1573,Italy,Europe,24,Moonlight Popolare (feat. Massimo Pericolo),"Mahmood, Massimo Pericolo",Mahmood,Moonlight Popolare (feat. Massimo Pericolo),0,3:35
1574,Italy,Europe,25,Una volta ancora (feat. Ana Mena),"Fred De Palma, Ana Mena",Fred De Palma,Uebe,0,2:54
1575,Italy,Europe,26,Dilemme (with tha Supreme & Mara Sattei),"Lous and The Yakuza, tha Supreme, Mara Sattei",Lous and The Yakuza,Dilemme (with tha Supreme & Mara Sattei),0,3:51
1576,Italy,Europe,27,Rapide,Mahmood,Mahmood,Rapide,0,4:03
1577,Italy,Europe,28,blun7 a swishland,tha Supreme,tha Supreme,23 6451,1,2:47
1578,Italy,Europe,29,PUSSY (feat. Lazza & Salmo),"Dark Polo Gang, Tony Effe, Lazza, Salmo",Dark Polo Gang,DARK BOYS CLUB,1,2:41
1579,Italy,Europe,30,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
1580,Italy,Europe,31,AMIRI BOYS (feat. Capo Plaza),"Dark Polo Gang, Tony Effe, Capo Plaza",Dark Polo Gang,DARK BOYS CLUB,1,2:35
1581,Italy,Europe,32,SNITCH E IMPICCI (feat. FSK SATELLITE),"DrefGold, FSK SATELLITE",DrefGold,ELO,1,3:22
1582,Italy,Europe,33,Bando,ANNA,ANNA,Bando,0,2:48
1583,Italy,Europe,34,Missili,"Frah Quintale, Giorgio Poi",Frah Quintale,Lungolinea.,0,3:15
1584,Italy,Europe,35,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
1585,Italy,Europe,36,Boss Bitch,Doja Cat,Doja Cat,Boss Bitch,0,2:14
1586,Italy,Europe,37,goosebumps,Travis Scott,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
1587,Italy,Europe,38,Chiasso,Random,Random,Chiasso,0,3:02
1588,Italy,Europe,39,Ringo Starr,Pinguini Tattici Nucleari,Pinguini Tattici Nucleari,Fuori dall'Hype Ringo Starr,0,3:03
1589,Italy,Europe,40,BANKROLL (feat. Luchè),"DrefGold, Luche",DrefGold,ELO,1,2:46
1590,Italy,Europe,41,SICKO MODE,Travis Scott,Travis Scott,ASTROWORLD,1,5:12
1591,Italy,Europe,42,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1592,Italy,Europe,43,16 Marzo (feat. Gow Tribe),"Achille Lauro, Gow Tribe",Achille Lauro,16 Marzo (feat. Gow Tribe),0,3:53
1593,Italy,Europe,44,Musica (E Il Resto Scompare),Elettra Lamborghini,Elettra Lamborghini,Twerking Queen,0,3:14
1594,Italy,Europe,45,Ti volevo dedicare (feat. J-AX & Boomdabash),"Rocco Hunt, J-AX, Boomdabash",Rocco Hunt,Libertà,0,3:28
1595,Italy,Europe,46,ZERO+ZERO (feat. Lazza),"DrefGold, Lazza",DrefGold,ELO,1,2:30
1596,Italy,Europe,47,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1597,Italy,Europe,48,Sono un bravo ragazzo un po' fuori di testa,Random,Random,Sono un bravo ragazzo un po' fuori di testa,0,2:50
1598,Italy,Europe,49,El Efecto,"Rauw Alejandro, Chencho Corleone",Rauw Alejandro,El Efecto,0,3:37
1599,Italy,Europe,50,NEON - Le Ali (feat. Elisa),"Marracash, Elisa",Marracash,Persona,1,3:27
1600,Japan,Asia,1,夜に駆ける,YOASOBI,YOASOBI,夜に駆ける,0,4:21
1601,Japan,Asia,2,Pretender,Official HIGE DANdism,Official HIGE DANdism,Traveler,0,5:26
1602,Japan,Asia,3,kousui,Eito,Eito,kousui,0,4:12
1603,Japan,Asia,4,I Love...,Official HIGE DANdism,Official HIGE DANdism,I Love...,0,4:42
1604,Japan,Asia,5,Hakujitsu,King Gnu,King Gnu,Ceremony,0,4:36
1605,Japan,Asia,6,Shukumei,Official HIGE DANdism,Official HIGE DANdism,Traveler,0,4:40
1606,Japan,Asia,7,115万キロのフィルム,Official HIGE DANdism,Official HIGE DANdism,エスカパレード,0,5:24
1607,Japan,Asia,8,Gurenge,LiSA,LiSA,Gurenge,0,3:58
1608,Japan,Asia,9,Yesterday,Official HIGE DANdism,Official HIGE DANdism,Traveler,0,4:59
1609,Japan,Asia,10,ノーダウト,Official HIGE DANdism,Official HIGE DANdism,エスカパレード,0,3:22
1610,Japan,Asia,11,Machigaisagashi,Masaki Suda,Masaki Suda,LOVE,0,3:43
1611,Japan,Asia,12,Marigold,Aimyon,Aimyon,Momentary Sixth Sense,0,5:06
1612,Japan,Asia,13,ただ君に晴れ,Yorushika,Yorushika,負け犬にアンコールはいらない,0,3:18
1613,Japan,Asia,14,snow jam,Rin音,Rin音,snow jam,0,3:04
1614,Japan,Asia,15,Parabola,Official HIGE DANdism,Official HIGE DANdism,Parabola,0,5:01
1615,Japan,Asia,16,Sayonara Elegy,Masaki Suda,Masaki Suda,Play,0,4:17
1616,Japan,Asia,17,僕のこと,Mrs. GREEN APPLE,Mrs. GREEN APPLE,Attitude,0,5:21
1617,Japan,Asia,18,Harunohi,Aimyon,Aimyon,Harunohi,0,5:26
1618,Japan,Asia,19,高嶺の花子さん,back number,back number,ラブストーリー,0,4:54
1619,Japan,Asia,20,Walking with you,Novelbright,Novelbright,SKYWALK,0,3:43
1620,Japan,Asia,21,インフェルノ,Mrs. GREEN APPLE,Mrs. GREEN APPLE,Attitude,0,3:31
1621,Japan,Asia,22,Stand By You,Official HIGE DANdism,Official HIGE DANdism,Traveler,0,4:16
1622,Japan,Asia,23,点描の唄,"Mrs. GREEN APPLE, Sonoko Inoue",Mrs. GREEN APPLE,青と夏,0,5:07
1623,Japan,Asia,24,青と夏,Mrs. GREEN APPLE,Mrs. GREEN APPLE,Attitude,0,4:30
1624,Japan,Asia,25,Anataga Iru Kotode,Uru,Uru,Orion Blue (Special Edition),0,5:16
1625,Japan,Asia,26,裸の心,Aimyon,Aimyon,裸の心,0,4:56
1626,Japan,Asia,27,君はロックを聴かない,Aimyon,Aimyon,青春のエキサイトメント,0,4:06
1627,Japan,Asia,28,Hikoutei,King Gnu,King Gnu,Ceremony,0,4:20
1628,Japan,Asia,29,未完成,Leo Ieiri,Leo Ieiri,未完成,0,4:00
1629,Japan,Asia,30,bad guy,Billie Eilish,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
1630,Japan,Asia,31,KAIBUTSUSAN (feat. Aimyon),"Ken Hirai, Aimyon",Ken Hirai,KAIBUTSUSAN (feat. Aimyon),0,4:04
1631,Japan,Asia,32,Doron,King Gnu,King Gnu,Ceremony,0,3:02
1632,Japan,Asia,33,ロマンチシズム,Mrs. GREEN APPLE,Mrs. GREEN APPLE,Attitude,0,3:33
1633,Japan,Asia,34,No Regret,wacci,wacci,Gunjo Refrain,0,5:04
1634,Japan,Asia,35,Teenager Forever,King Gnu,King Gnu,Ceremony,0,3:09
1635,Japan,Asia,36,HANABI,Mr.Children,Mr.Children,SUPERMARKET FANTASY,0,5:42
1636,Japan,Asia,37,Let the Night,Aimyon,Aimyon,Momentary Sixth Sense,0,3:58
1637,Japan,Asia,38,奏(かなで),Sukima Switch,Sukima Switch,夏雲ノイズ,0,5:28
1638,Japan,Asia,39,ハッピーエンド,back number,back number,アンコール,0,5:14
1639,Japan,Asia,40,Time,Hikaru Utada,Hikaru Utada,Time,0,4:57
1640,Japan,Asia,41,Turning Up,ARASHI,ARASHI,Turning Up,0,3:02
1641,Japan,Asia,42,小さな恋のうた,MONGOL800,MONGOL800,MESSAGE,0,3:42
1642,Japan,Asia,43,366日,HY,HY,HeartY,0,5:52
1643,Japan,Asia,44,ワタリドリ,[Alexandros],[Alexandros],ALXD,0,4:08
1644,Japan,Asia,45,Wherever you are,ONE OK ROCK,ONE OK ROCK,Niche Syndrome,0,4:55
1645,Japan,Asia,46,Vintage,Official HIGE DANdism,Official HIGE DANdism,Traveler,0,4:12
1646,Japan,Asia,47,Umbrella,King Gnu,King Gnu,Ceremony,0,3:23
1647,Japan,Asia,48,打上花火,"DAOKO, Kenshi Yonezu",DAOKO,THANK YOU BLUE,0,4:49
1648,Japan,Asia,49,Closer - Tokyo Remix,"The Chainsmokers, Mackenyu Arata",The Chainsmokers,World War Joy (Japan Edition),0,4:06
1649,Japan,Asia,50,愛をこめて花束を,Superfly,Superfly,"LOVE, PEACE & FIRE",0,4:56
1650,Latvia,Europe,1,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
1651,Latvia,Europe,2,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
1652,Latvia,Europe,3,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
1653,Latvia,Europe,4,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
1654,Latvia,Europe,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
1655,Latvia,Europe,6,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
1656,Latvia,Europe,7,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
1657,Latvia,Europe,8,The Box,Roddy Ricch,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1658,Latvia,Europe,9,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
1659,Latvia,Europe,10,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
1660,Latvia,Europe,11,WHATS POPPIN,Jack Harlow,Jack Harlow,Sweet Action,1,2:19
1661,Latvia,Europe,12,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Surf Mesa,ily (i love you baby) (feat. Emilee),0,2:56
1662,Latvia,Europe,13,Sunday Best,Surfaces,Surfaces,Where the Light Is,0,2:38
1663,Latvia,Europe,14,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
1664,Latvia,Europe,15,Watermelon Sugar,Harry Styles,Harry Styles,Fine Line,0,2:54
1665,Latvia,Europe,16,Falling,Trevor Daniel,Trevor Daniel,Nicotine,0,2:39
1666,Latvia,Europe,17,Boss Bitch,Doja Cat,Doja Cat,Boss Bitch,0,2:14
1667,Latvia,Europe,18,Supalonely,"BENEE, Gus Dapperton",BENEE,STELLA & STEVE,1,3:43
1668,Latvia,Europe,19,Circles,Post Malone,Post Malone,Hollywood's Bleeding,0,3:35
1669,Latvia,Europe,20,After Party,Don Toliver,Don Toliver,Heaven Or Hell,1,2:47
1670,Latvia,Europe,21,HIGHEST IN THE ROOM,Travis Scott,Travis Scott,HIGHEST IN THE ROOM,1,2:55
1671,Latvia,Europe,22,Life Is Good (feat. Drake),"Future, Drake",Future,High Off Life,1,3:57
1672,Latvia,Europe,23,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
1673,Latvia,Europe,24,In Your Eyes,The Weeknd,The Weeknd,After Hours,1,3:57
1674,Latvia,Europe,25,Breaking Me,"Topic, A7S",Topic,Breaking Me,0,2:46
1675,Latvia,Europe,26,Say So,Doja Cat,Doja Cat,Hot Pink,1,3:57
1676,Latvia,Europe,27,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
1677,Latvia,Europe,28,Party Girl,StaySolidRocky,StaySolidRocky,Party Girl,0,2:27
